Día,Mes,Año,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Víctimas,Fuente,,,,,,
24,11,1999,César,Valledupar,Barrio La Nevada,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 14 Pp. 118,,,,,,
24,11,1999,César,Chiriguaná,Corregimiento Ponpote,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 14 Pp. 118,,,,,,
24,11,1999,Bolívar,Tiquisio,Corregimiento La Ventura,Guerrilla  ,Guerrilla-ERP,1,Noche y Niebla # 14 Pp. 118-119,,,,,,
25,11,1999, Antioquia,San José de la Montaña,Vereda Santa Isabel,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 14 Pp. 119,,,,,,
25,11,1999,César,Valledupar,Corregimiento Rio Seco,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 14 Pp. 119,,,,,,
25,11,1999,Bolívar,San Pablo,Vereda Villanueva,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 14 Pp. 119,,,,,,
26,11,1999,Cauca,Corinto,Vereda Guatemala,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 14 Pp. 121,,,,,,
26,11,1999,César,Curumaní,Vereda San Rafael,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 120-121,,,,,,
26,11,1999, Antioquia,Támesis,Vereda La Argentina,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 14 Pp. 120,,,,,,
27,11,1999, Antioquia,Medellín,Carera 7 a con calle 55 f,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 122,,,,,,
27,11,1999,Bolívar,San Jacinto,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 14 Pp. 122,,,,,,
27,11,1999, Antioquia,Rionegro,Vereda Convención,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 14 Pp. 122,,,,,,
27,11,1999,Valle del Cauca,Tuluá,IP La Marina,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 14 Pp. 123,,,,,,
27,11,1999,Norte de Santander,Cucutilla,Vereda Cucutilla,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 14 Pp. 122,,,,,,
28,11,1999, Antioquia,Barbosa,Vereda El Paraíso,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 14 Pp. 123,,,,,,
28,11,1999,Santander,Rionegro,Vereda Balsas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 14 Pp. 123,,,,,,
29,11,1999,Chocó,Condoto,IP Santa Rita,Grupos Paramilitares,Grupos Paramilitares,3,En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 Pp. 279,,,,,,
29,11,1999,Magdalena ,Salamina,Corregimiento Guaimaro,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 14 Pp. 124,,,,,,
30,11,1999,Valle del Cauca,Tuluá,Cabecera Municipal-Barrio Ruben Cruz Vélez,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 125,,,,,,
30,11,1999,Valle del Cauca,Tuluá,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 125,,,,,,
30,11,1999, Antioquia,Frontino,Corregimiento carauta,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 14 Pp. 125,,,,,,
2,12,1999,Santander,Charalá,Vereda El Salitre,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 14, Pp. 131,,,,,,
3,12,1999,Bolívar,El Carmen de Bolívar,Corregimiento Verdún,Desconocidos,Desconocidos,1,Noche y Niebla # 14, Pp. 131,,,,,,
4,12,1999,Cauca,Miranda,Barrio El Rosario,Desconocidos,Desconocidos,1,Revista Noche y Niebla # 14, Pp. 132,,,,,,
4,12,1999,Bolívar,Calamar,a orillas del rio magdalena,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Revista Noche y Niebla # 14, Pp. 133,,,,,,
4,12,1999,César,Aguachica,Sitio Aguas Blancas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Revista Noche y Niebla # 14, Pp. 133,,,,,,
4,12,1999,Magdalena ,Ariguaní,,Grupos Paramilitares,Grupos Paramilitares,1,Revista Noche y Niebla # 14, Pp. 133,,,,,,
5,12,1999,Bolívar,Córdoba,,Desconocidos,Desconocidos,1,Revista Noche y Niebla # 14, Pp. 133,,,,,,
6,12,1999,Magdalena ,Cienaga,Corregimiento de Orihueca-Vereda Palomar,Grupos Paramilitares,Grupos Paramilitares,2,Revista Noche y Niebla # 14, Pp. 134,,,,,,
7,12,1999,Valle del Cauca,Tuluá,IP San Rafael,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 14, Pp. 135,,,,,,
8,12,1999,Norte de Santander,El Zulia,IP Urimaco-Vereda La Rampachala,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Revista Noche y Niebla # 14, Pp. 136,,,,,,
8,12,1999,Valle del Cauca,Bugalagrande,IP Paila Arriba y Vereda Tirolí,Grupos Paramilitares,Grupos Paramilitares,3, Revista Noche y Niebla # 14, Pp. 136,,,,,,
10,12,1999,Valle del Cauca,Bugalagrande,Inspección de Policía Chorreras,Grupos Paramilitares,Grupos Paramilitares,2, Revista Noche y Niebla # 14, Pp. 138,,,,,,
10,12,1999,Valle del Cauca,Buga,Caserío La Magdalena,Guerrilla  ,Guerrilla-FARC,1, Revista Noche y Niebla # 14, Pp. 138,,,,,,
11,12,1999,Bolívar,El Carmen de Bolívar,Corregimiento San Isidro,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Revista Noche y Niebla # 14, Pp. 139,,,,,,
12,12,1999,Valle del Cauca,Riofrío,Inspección de Policía Fenicia,Desconocidos,Desconocidos,1, Revista Noche y Niebla # 14, Pp. 140,,,,,,
12,12,1999,Magdalena ,El Retén,Vereda Párate Bien,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Revista Noche y Niebla # 14, Pp. 141,,,,,,
12,12,1999,Norte de Santander,Cúcuta,Caserío Puerto Nuevo,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Revista Noche y Niebla # 14, Pp. 141,,,,,,
13,12,1999,Bolívar,María La Baja,Vereda Santa Fe de Hicotea,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Revista Noche y Niebla # 14, Pp. 142,,,,,,
13,12,1999,Tolima,Ibagué,Corregimiento San Juan de la China,Grupo Armado No Identificado,Grupo Armado No Identificado,3, Revista Noche y Niebla # 14, Pp. 142,,,,,,
13,12,1999,Cauca,La Vega,Corregimiento San Miguel,Guerrilla  ,Guerrilla-ELN,1, Revista Noche y Niebla # 14, Pp. 142-143,,,,,,
13,12,1999,Magdalena ,Cienaga,Cabecera Municipal,Guerrilla  ,Guerrilla-FARC,1, Revista Noche y Niebla # 14, Pp. 143,,,,,,
14,12,1999,Bolívar,San Juan Nepomuceno,Corregimiento La Haya,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 14 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003, Pp. 143,,,,,,
16,12,1999,Valle del Cauca,Tuluá,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,3, Revista Noche y Niebla # 14, Pp. 145,,,,,,
17,12,1999,Bolívar,Cartagena,Barrio El Pozon,Grupo Armado No Identificado,Grupo Armado No Identificado,1, Revista Noche y Niebla # 14, Pp. 146,,,,,,
18,12,1999,Putumayo,Sibundoy,Zona rural,Guerrilla  ,Guerrilla-FARC,2, Revista Noche y Niebla # 14, Pp. 146,,,,,,
18,12,1999,Tolima,Roncesvalles,Barrio El centro,Guerrilla  ,Guerrilla-FARC,1,Revista Noche y Niebla # 14, Pp. 147,,,,,,
18,12,1999,Tolima,Roncesvalles,Finca La Primavera-Vereda Yerbabuena,Guerrilla  ,Guerrilla-FARC,1,Revista Noche y Niebla # 14, Pp. 147,,,,,,
19,12,1999,Valle del Cauca,Obando,IP Villa Rodas,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 14 Pp. 148,,,,,,
19,12,1999, Antioquia,Cocorná,Vía Bogotá-Medellín,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 14 Pp. 147-148,,,,,,
20,12,1999,Atlántico,Luruaco,Barrio la Esperanza,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 148,,,,,,
20,12,1999,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 148,,,,,,
20,12,1999,Tolima,San Antonio,Droguería Aromas del Jardín,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 14 Pp. 148,,,,,,
21,12,1999,Huila,Pitalito,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 14 Pp. 149,,,,,,
22,12,1999,Tolima,Ibagué,Barrio Valparaíso,Desconocidos,Desconocidos,1,Noche y Niebla # 14 Pp. 150,,,,,,
23,12,1999,Magdalena ,Cerro San Antonio ,Barrio El Clavel,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 14 Pp. 151,,,,,,
23,12,1999,Santander,Barrancabermeja,Barrio Alcazar y Barrio Kennedy,Guerrilla  ,Guerrilla-EPL,2,Noche y Niebla # 14 Pp. 150,,,,,,
27,12,1999,Norte de Santander,Villa del Rosario,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 14 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003, Pp. 153,,,,,,
27,12,1999, Antioquia,Necoclí,Corregimiento El Totumo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 14 Pp. 153,,,,,,
28,12,1999, Antioquia,Bolívar,Sitio Puente Nuevo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 14 Pp. 154,,,,,,
29,12,1999, Antioquia,Itagüí,calle 43 con 44,Desconocidos,Desconocidos,1,Noche y Niebla # 14 Pp. 154,,,,,,
1,1,2000,Cesar,Pailitas,Caserio Floresta,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 1,,,,,,
1,1,2000,Risaralda,Santuario,Vereda Palma Condina,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 1,,,,,,
1,1,2000, Antioquia,Urrao,Cabecera Municipal,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Enero Pp. 1,,,,,,
3,1,2000,Bolívar,San Pablo,Vía a Corregimiento Cerro Azul,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 3,,,,,,
3,1,2000,Valle del Cauca,Cartago,Sitio Los Columpios,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 4,,,,,,
3,1,2000,Valle del Cauca,Tuluá,Vereda Cienegueta,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 3-4,,,,,,
3,1,2000, Antioquia,Turbo,Corregimiento El Dos,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 4,,,,,,
3,1,2000,Valle del Cauca,San Pedro,Vereda La Siria,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 3,,,,,,
3,1,2000, Antioquia,Medellín,Cabecera Municipal,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Enero Pp. 2,,,,,,
4,1,2000,Caquetá,Belén de los Andaquíes,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 4,,,,,,
4,1,2000,Norte de Santander,Chinacota,Vereda Llanas de Orozco-Sitio Los Alamos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 4,,,,,,
4,1,2000,Tolima,Cajamarca,Vereda El Rincón,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 4-5,,,,,,
4,1,2000,Tolima,Santa Isabel,Zona Rural,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Enero Pp. 5,,,,,,
5,1,2000,Bolívar,Arenal,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 5,,,,,,
5,1,2000,Bolívar,El Carmen de Bolívar,Vereda Los Mangos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 5,,,,,,
5,1,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 5,,,,,,
5,1,2000,Cauca,Morales,Caserio Matarredondo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 5,,,,,,
5,1,2000,Nariño,Pasto,Corregimiento El Encanto-Vereda Santa Lucia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 5-6,,,,,,
5,1,2000,Norte de Santander,Cúcuta,Cabecera Municipal-Barrio Palmeras,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 6,,,,,,
5,1,2000,Risaralda,Santa Rosa de Cabal,Vereda La Paloma,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 6,,,,,,
6,1,2000,Casanare,Yopal,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 7,,,,,,
6,1,2000,Cesar,Valledupar,Cabecera Municipal-Barrio Los Caciques,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 7,,,,,,
6,1,2000,Córdoba,Montería,Corregimiento El Sabanal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 7,,,,,,
6,1,2000,Valle del Cauca,Cartago,Cabecera Municipal-Sitio Villa de Robledo,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 7,,,,,,
6,1,2000, Antioquia,Apartadó,Vereda Oro Bajo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 6,,,,,,
6,1,2000, Antioquia,Cañasgordas ,Vereda Rubicón,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 6,,,,,,
6,1,2000, Antioquia,Chigorodó,Cabecera Municipal-Barrio El Bosque,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 6,,,,,,
6,1,2000, Antioquia,San Vicente,IP San Jos,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 7,,,,,,
7,1,2000,Cauca,Popayán,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 8,,,,,,
7,1,2000,Cesar,Pelaya,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 8,,,,,,
7,1,2000,Magdalena ,Santa Marta,Cabecera Municipal-Barrio Aeromar,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 8,,,,,,
8,1,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal-Barrio Los Jardines,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 9,,,,,,
8,1,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal-Barrio Montecarmelo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 9,,,,,,
8,1,2000,Norte de Santander,Tibú,IP La Gabarra,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 9,,,,,,
8,1,2000,Tolima,Alvarado,IP Laguneta,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Pp. 9,,,,,,
9,1,2000,Bolívar,San Jacinto,Cabecera Municipal-Billares La Trampa,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 10,,,,,,
9,1,2000,Magdalena ,Tenerife,Caserío San Antonio-Finca Nueva Idea,Guerrilla  ,Guerrilla No Identificada,2,Noche y Niebla # 15 Pp. 10,,,,,,
9,1,2000,Bolívar,San Jacinto,Corregimiento San Cristóbal,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Pp. 10,,,,,,
9,1,2000,Huila,Isnos,Vereda Granada,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Pp. 10,,,,,,
10,1,2000,Cauca,Patia (El Bordo),,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 11,,,,,,
10,1,2000,Córdoba,MonteLíbano,Corregimiento Ur,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 11,,,,,,
10,1,2000,Valle del Cauca,Trujillo,Vereda La Tulia,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 11-12,,,,,,
11,1,2000,Santander,Floridablanca,,Fuerza Pública,Ejército Nacional,1,Noche y Niebla # 15 Enero Pp. 13,,,,,,
11,1,2000, Antioquia,Caracolí,IP Las Águilas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 12,,,,,,
11,1,2000, Antioquia,Pueblorrico,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 12 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
11,1,2000, Antioquia,Retiro,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 13,,,,,,
11,1,2000, Antioquia,San Vicente,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 13,,,,,,
12,1,2000,Cesar,Chiriguaná,Corregimiento Poponte,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 14,,,,,,
12,1,2000,Córdoba,Puerto Libertador,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 14,,,,,,
12,1,2000, Antioquia,Caracolí,Vereda Canteras,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 14,,,,,,
12,1,2000, Antioquia,Tarso,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 14,,,,,,
12,1,2000,Valle del Cauca,Buga,IP Los Nogales-Sitio La Mariposa,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 15,,,,,,
12,1,2000, Antioquia,Apartadó,Corregimiento San José de Apartadó-Vereda El Cuchillo,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Enero Pp. 15,,,,,,
13,1,2000,Cesar,Valledupar,Cabecera Municipal-Barrio La Nevada,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 15,,,,,,
13,1,2000,Norte de Santander,El Zulia,Cabecera Municipal-Barrio El Triunfo,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 15,,,,,,
14,1,2000,Bolívar,Zambrano,Vereda Campo Alegre,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 16,,,,,,
14,1,2000,Norte de Santander,Ocaña,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 16,,,,,,
14,1,2000,Valle del Cauca,Buga,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 17,,,,,,
14,1,2000,Bolívar,San Juan Nepomuceno,Sitio La Curva de los Cacaos,Guerrilla  ,Guerrilla-ELN y EPL,1,Noche y Niebla # 15 Enero Pp. 16,,,,,,
15,1,2000,Córdoba,Lorica,Vereda El Esfuerzo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 17-18,,,,,,
15,1,2000,Córdoba,Planeta Rica,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 17,,,,,,
16,1,2000,Risaralda,Quinchia,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Enero Pp. 21,,,,,,
16,1,2000, Antioquia,Fredonia,Sitio El calvario y Hoyo Frío,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Enero Pp. 19,,,,,,
16,1,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 19-20,,,,,,
16,1,2000,Cesar,Aguachica,Vereda San Juan,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 20,,,,,,
16,1,2000,Cesar,Gamarra,Finca Santa Mónica,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 20,,,,,,
16,1,2000, Antioquia,Peque,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 19,,,,,,
16,1,2000,Valle del Cauca,Buga,Puente Abadía,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 22,,,,,,
16,1,2000,Valle del Cauca,San Pedro,Vereda Quáqueros,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 21,,,,,,
16,1,2000,Caquetá,La Montañita,Vereda El Cedro-Finca Corralitos,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Enero Pp. 20,,,,,,
17,1,2000,Santander,Barrancabermeja,Cabecera Municipal-Barrio Yarima,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 24,,,,,,
18,1,2000,Tolima,Ibague,Corregimiento San Juan La Chima-Vereda San Cayetano,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 24,,,,,,
18,1,2000, Antioquia,Turbo,Cabecera Municipal-Barrio Uberth Quintero,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 25,,,,,,
18,1,2000,Valle del Cauca,Tuluá,Vereda Puerto Zinc,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 25,,,,,,
19,1,2000,Valle del Cauca,Buga,IP La Habana,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 26,,,,,,
19,1,2000,Valle del Cauca,San Pedro,Vereda Chorreras,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 25-26,,,,,,
20,1,2000, Antioquia,Yolombó,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 27,,,,,,
20,1,2000,Cauca,Toribío,Vereda La Playa,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 27,,,,,,
21,1,2000,Norte de Santander,Ocaña,,Grupo Armado No Identificado,Grupo Armado No Identificado,2, Revista Noche y Niebla # 15 (enero) pág 28,,,,,,
21,1,2000,Tolima,Cunday,IP Tres Esquinas,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Enero Pp. 28,,,,,,
22,1,2000,Cesar,Aguachica,Vereda Aguas Blancas,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Enero Pp. 29,,,,,,
22,1,2000, Antioquia,San Luis,,Grupos Paramilitares,Grupos Paramilitares,3,Nohe y Niebla # 15 Enero Pp. 30 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
22,1,2000,Tolima,Purificación,IP Villa Esperanza,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Enero Pp. 30,,,,,,
23,1,2000,Atlántico,Repelón,Vereda Compuertas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 31,,,,,,
23,1,2000,Cauca,Mercaderes,IP Sombrerillos,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 31,,,,,,
24,1,2000,Bolívar,San Jacinto,Vía a Corregimiento Arenas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 32,,,,,,
24,1,2000,Norte de Santander,Puerto Santander,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Enero Pp. 32,,,,,,
24,1,2000,Cesar,Valledupar,Finca Las Mercedes,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 32,,,,,,
25,1,2000,Cesar,Agustín Codazzi,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Enero Pp. 32,,,,,,
25,1,2000,Huila,San Agustín,Vereda Quebradillas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 33,,,,,,
26,1,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Desconocidos,Desconocidos,2,Noche y Niebla # 15 Enero Pp. 34,,,,,,
26,1,2000,Cesar,Agustín Codazzi,Cabecera Municipal-Barrio Obrero,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 34,,,,,,
26,1,2000,Valle del Cauca,San Pedro,IP Todos Santos-Vereda Los Mates,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 34,,,,,,
28,1,2000,Bolívar,San Jacinto,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15,,,,,,
28,1,2000,Valle del Cauca,San Pedro,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Enero Pp. 36,,,,,,
30,1,2000,Arauca,Arauquita,Vereda La Pesquera,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 37,,,,,,
30,1,2000,Tolima,Purificación,,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Enero Pp. 37,,,,,,
31,1,2000,Valle del Cauca,Buenaventura,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Enero Pp. 38-39,,,,,,
31,1,2000,Valle del Cauca,Bugalagrande,IP Ceilán,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Enero Pp. 38,,,,,,
2,2,2000,Cesar,Valledupar,Corregimiento Patillal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 2,,,,,,
2,2,2000,Norte de Santander,Ocaña,Vereda Las Delicias,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 2-3,,,,,,
2,2,2000, Antioquia,San Rafael,Vereda El Arenal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Febrero Pp. 2 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
